ticker,data,ano,receita,ebitda,lucro,eps,target,n_analistas,fonte
RDOR3,2026-09-24,2026,,,,,,,manual
RDOR3,2026-09-24,2027,,,,,,,manual
SAUD3,2026-09-24,2026,,,,,,,manual
SAUD3,2026-09-24,2027,,,,,,,manual
